native,14976,37660.72,750366533.5936
native_with_size_hint,14976,36079.896,754398159.6931839
simd,14976,4610.974,1004440.5593239963
simd_unrolled4,14976,3360.728,67691.2300159987
native_par,14976,84514.838,5935763630.965755
simd_par,14976,61147.538,5962036986.182555
simd_par_better,14976,3927.826,1742478.909723999
native,15360,36845.714,738617830.666204
native_with_size_hint,15360,36902.336,775501430.2231038
simd,15360,4666.03,500599.39510000125
simd_unrolled4,15360,3456.786,374134.25820400007
native_par,15360,75551.974,2806288676.1233234
simd_par,15360,58858.092,3915109264.215536
simd_par_better,15360,3981.046,2364126.333884001
native,15744,37926.124,803408438.7766237
native_with_size_hint,15744,37850.352,861743027.412096
simd,15744,4851.102,179679.693595998
simd_unrolled4,15744,3660.726,529940.6289239991
native_par,15744,81017.318,7688222629.378876
simd_par,15744,59607.804,7514764253.849585
simd_par_better,15744,3887.748,1412493.1684959996
native,16128,37836.358,717833210.7318358
native_with_size_hint,16128,37867.12,787730195.6175997
simd,16128,6879.934,562918856.463644
simd_unrolled4,16128,4450.21,3192173.0478999987
native_par,16128,110248.752,66295903410.5545
simd_par,16128,61558.882,15499480263.386078
simd_par_better,16128,4940.856,613076451.675264
native,16512,39846.978,816871908.1595159
native_with_size_hint,16512,38871.118,883403354.810076
simd,16512,4893.904,10880161.990783993
simd_unrolled4,16512,3500.266,5636962.437244
native_par,16512,77017.67,3448652593.0710993
simd_par,16512,59015.064,1969805379.5239043
simd_par_better,16512,4041.68,2017624.705600001
native,16896,42221.45,851755879.1175001
native_with_size_hint,16896,40699.092,814249818.463536
simd,16896,4945.326,136449.94172400236
simd_unrolled4,16896,3847.61,631995.9798999988
native_par,16896,87116.954,14199605233.365885
simd_par,16896,66158.688,12359238449.470657
simd_par_better,16896,4396.332,1143570.2737759985
native,17280,42248.71,1501089165.1879003
native_with_size_hint,17280,41504.086,857409495.348604
simd,17280,5344.83,878076.2511
simd_unrolled4,17280,3859.214,166929.62620399892
native_par,17280,81644.618,6932466552.302074
simd_par,17280,65406.856,20388982417.235264
simd_par_better,17280,4645.404,980039.4207839966
native,17664,44963.802,751075958.6047957
native_with_size_hint,17664,45275.968,1634999660.990976
simd,17664,5410.088,16467128.960256003
simd_unrolled4,17664,4243.684,26015200.052144
native_par,17664,87068.09,8195709599.8919
simd_par,17664,62874.35,5658824691.6815
simd_par_better,17664,4559.248,1137481.450496003
native,18048,43194.5,711378125.0539999
native_with_size_hint,18048,42885.522,711377035.9195163
simd,18048,6064.834,635615357.332444
simd_unrolled4,18048,3810.26,50655.6363999974
native_par,18048,88128.224,24568315380.885822
simd_par,18048,60270.13,1638957103.9951
simd_par_better,18048,4743.974,3967702.5393240005
native,18432,46151.01,769982744.0959
native_with_size_hint,18432,44645.38,812028916.1916001
simd,18432,5411.896,292111.0451840013
simd_unrolled4,18432,5000.324,650490950.303024
native_par,18432,83695.384,9250627793.812542
simd_par,18432,61658.7,1353437117.0220003
simd_par_better,18432,4776.506,3063168.4119639993
native,18816,44480.23,859131350.2150996
native_with_size_hint,18816,44077.578,813524949.8419161
simd,18816,5509.27,294170.7990999967
simd_unrolled4,18816,4162.424,247353.78022399917
native_par,18816,83110.258,6085333633.569436
simd_par,18816,62100.348,2424800413.3028965
simd_par_better,18816,4977.77,1347415.1030999944
native,19200,48718.318,1497792355.334876
native_with_size_hint,19200,45987.346,940945570.2802839
simd,19200,6597.124,44538430.376624
simd_unrolled4,19200,4727.952,18033801.093695994
native_par,19200,87086.472,9728544295.321217
simd_par,19200,63171.224,19076941854.349823
simd_par_better,19200,5624.452,509703697.37169605
native,19584,48314.836,820672650.9091039
native_with_size_hint,19584,48829.824,3749261661.761024
simd,19584,5735.284,348973.96734400466
simd_unrolled4,19584,5153.356,655282706.289264
native_par,19584,86532.842,7648863036.975036
simd_par,19584,65535.806,22788247129.942368
simd_par_better,19584,4973.638,2159132.464956004
native,19968,47919.354,874167595.0346837
native_with_size_hint,19968,47405.276,799888288.0358243
simd,19968,6971.482,704675282.711676
simd_unrolled4,19968,4950.026,15391668.243324004
native_par,19968,85565.702,8113160562.459195
simd_par,19968,59714.628,1950597328.1736164
simd_par_better,19968,5109.676,2279376.655023996
native,20352,49946.582,760832542.8652759
native_with_size_hint,20352,50025.094,1671682057.5431643
simd,20352,5922.312,407421.38265600055
simd_unrolled4,20352,4469.262,205816.0513560027
native_par,20352,81580.356,3806532105.745265
simd_par,20352,60465.822,3440871309.932316
simd_par_better,20352,5591.654,2899988.308283992
native,20736,48564.56,760567412.8224001
native_with_size_hint,20736,47685.664,864774561.1271043
simd,20736,7102.728,667188399.3260161
simd_unrolled4,20736,5260.09,30311918.307899997
native_par,20736,84891.836,6618366612.541105
simd_par,20736,63676.444,5193263677.930864
simd_par_better,20736,5569.04,2328477.102400001
native,21120,51702.416,785566396.3229442
native_with_size_hint,21120,50677.198,1530324361.6567965
simd,21120,6345.05,1106749.5414999947
simd_unrolled4,21120,4867.928,204405.0188160017
native_par,21120,91780.61,8735674902.359901
simd_par,21120,67866.7,16445560965.806
simd_par_better,21120,6247.09,640970763.8079001
native,21504,50105.708,744588151.010736
native_with_size_hint,21504,50003.01,761060942.2079
simd,21504,6271.044,380778.24606399983
simd_unrolled4,21504,5603.394,607864435.652764
native_par,21504,83655.532,6258719778.756974
simd_par,21504,63497.194,6924254259.042364
simd_par_better,21504,5830.482,2336765.7396759987
native,21888,55626.242,751249684.4734359
native_with_size_hint,21888,54322.72,1518419560.0256
simd,21888,7187.1,43786414.606
simd_unrolled4,21888,6135.42,51339418.85559999
native_par,21888,91401.412,10560846244.64626
simd_par,21888,64778.024,3499445321.8714237
simd_par_better,21888,6411.686,668767455.217404
native,22272,52240.478,743015999.591516
native_with_size_hint,22272,51823.412,810179056.5822563
simd,22272,7365.362,695117939.924956
simd_unrolled4,22272,5697.154,1655678.6002839915
native_par,22272,87329.658,16704027724.895037
simd_par,22272,62103.534,4202521856.818844
simd_par_better,22272,5863.916,1460886.3609439954
native,22656,56147.684,1488192825.9641438
native_with_size_hint,22656,53283.458,745717904.8142362
simd,22656,6770.66,773757.8284000009
simd_unrolled4,22656,5147.894,193090.77676399797
native_par,22656,92738.536,9585924881.160706
simd_par,22656,65421.93,4034198333.9271
simd_par_better,22656,5917.832,1775459.115775995
native,23040,55929.002,720422913.2079959
native_with_size_hint,23040,54360.29,1574984100.6318998
simd,23040,6683.292,413604.70673599094
simd_unrolled4,23040,5107.962,33142.91455599666
native_par,23040,92285.322,11813994278.336315
simd_par,23040,66621.198,6068392220.112796
simd_par_better,23040,6887.376,585179163.338624
native,23424,57911.038,681060326.8705559
native_with_size_hint,23424,56179.15,1513408116.6974998
simd,23424,6801.354,428658.410683997
simd_unrolled4,23424,5630.682,374969.7948760018
native_par,23424,91648.256,11039928853.766468
simd_par,23424,66804.962,19065901418.006554
simd_par_better,23424,6960.524,686935201.669424
native,23808,56834.04,765453044.9024
native_with_size_hint,23808,56091.26,1486095931.1643996
simd,23808,6993.492,373830.8299359977
simd_unrolled4,23808,5521.394,619861.2927639969
native_par,23808,90804.788,8182972497.4910555
simd_par,23808,68673.886,8282787146.103004
simd_par_better,23808,6296.52,5036451.945599996
native,24192,56944.66,1346333206.4524002
native_with_size_hint,24192,56878.058,1419777637.2486367
simd,24192,7588.974,21326302.167324007
simd_unrolled4,24192,5539.892,179101.9723360017
native_par,24192,85875.906,8521890740.203164
simd_par,24192,66125.672,7714511578.772416
simd_par_better,24192,6151.39,2366632.6398999915
native,24576,57874.854,1414749741.9946837
native_with_size_hint,24576,56989.066,756546154.6596441
simd,24576,8146.884,667544951.210544
simd_unrolled4,24576,5848.572,257137.12881600112
native_par,24576,84492.248,6676540769.842496
simd_par,24576,64378.556,5701560447.818865
simd_par_better,24576,6313.404,2130574.308783993
native,24960,58848.316,1776580358.0521445
native_with_size_hint,24960,57216.538,843622988.2745562
simd,24960,7434.568,17178611.877376005
simd_unrolled4,24960,5534.992,6047651.143935997
native_par,24960,85966.69,4460485409.687899
simd_par,24960,67926.02,6857324640.047599
simd_par_better,24960,6739.754,618085.295483999
native,25344,66801.95,2622442098.4175005
native_with_size_hint,25344,60464.348,740953188.8308959
simd,25344,8248.472,718363977.137216
simd_unrolled4,25344,5773.714,169041.73820400238
native_par,25344,89542.734,6236119719.577244
simd_par,25344,66338.374,14682702291.336124
simd_par_better,25344,6561.918,3238771.7492760047
native,25728,65464.878,5204930236.889116
native_with_size_hint,25728,61175.916,1582937812.0329442
simd,25728,7545.914,609525.3326040059
simd_unrolled4,25728,5902.252,199637.97649599612
native_par,25728,91484.432,15161611409.117374
simd_par,25728,66931.394,7373589735.340764
simd_par_better,25728,6571.946,2543664.353083998
native,26112,62833.55,1375482922.2335
native_with_size_hint,26112,61536.64,1451521922.6784005
simd,26112,7626.498,672982.7079960033
simd_unrolled4,26112,6012.606,417100.1087640077
native_par,26112,91339.454,18035684620.025883
simd_par,26112,65625.398,4143957969.905596
simd_par_better,26112,7630.906,608821176.727164
native,26496,64616.75,755698269.0574999
native_with_size_hint,26496,61977.51,1535399222.6598997
simd,26496,8042.972,24261076.967216007
simd_unrolled4,26496,6187.26,5838517.028400004
native_par,26496,88199.2,7668768117.536001
simd_par,26496,66435.02,5356055707.3916
simd_par_better,26496,7138.124,3156917.240624003
native,26880,63452.108,1503129007.516336
native_with_size_hint,26880,62228.996,755823443.2239842
simd,26880,8750.13,596156109.2431
simd_unrolled4,26880,6461.896,517235.9411839992
native_par,26880,91050.688,6234455549.462657
simd_par,26880,66582.592,3933516117.3055363
simd_par_better,26880,7008.746,1923170.1834839955
native,27264,69498.678,1613373663.7923164
native_with_size_hint,27264,64299.786,1468197807.3982038
simd,27264,8031.954,735776.5058840066
simd_unrolled4,27264,6414.302,633777.4887960032
native_par,27264,92229.334,4315830698.792443
simd_par,27264,68351.942,5329977881.200636
simd_par_better,27264,7849.014,3739604.4078039974
