native,384,814.078,26.821916000102647
native_with_size_hint,384,815.928,262.250815999927
simd,384,66.82,89.34360000000106
simd_unrolled4,384,57.368,118.39257599999974
native_par,384,49415.976,20801082926.391422
simd_par,384,33143.764,2533495747.936304
simd_par_better,384,529.256,7741.5184640000225
native,768,1891.442,2167658.860636
native_with_size_hint,768,1784.074,35298.078523999546
simd,768,249.994,15.211964000001899
simd_unrolled4,768,138.206,2391.7055640000035
native_par,768,50414.878,1912438795.6331158
simd_par,768,32265.788,5037443532.891056
simd_par_better,768,587.232,8470.138176000037
native,1152,2717.686,1149393.1854039999
native_with_size_hint,1152,2657.674,53628.345723999664
simd,1152,370.304,8198.795584000007
simd_unrolled4,1152,171.828,3795.4984159999985
native_par,1152,57240.108,2915567538.9163356
simd_par,1152,34325.316,1379191761.204144
simd_par_better,1152,641.84,8140.934399999969
native,1536,3766.46,10526148.492399998
native_with_size_hint,1536,3550.412,916471.2302560005
simd,1536,552.138,3529934.456956
simd_unrolled4,1536,295.55,3748020.7614999996
native_par,1536,61228.288,8853523898.605057
simd_par,1536,36545.83,3396055944.8791
simd_par_better,1536,730.13,13197.555099999998
native,1920,4711.35,4434810.613499999
native_with_size_hint,1920,4455.154,39644.18428399786
simd,1920,614.988,388737.22385599994
simd_unrolled4,1920,307.944,8437.220863999988
native_par,1920,67223.364,42401845112.41951
simd_par,1920,40441.088,5335255480.992256
simd_par_better,1920,787.554,4428.821083999937
native,2304,5918.118,1443336.438075997
native_with_size_hint,2304,5886.52,311002.4895999953
simd,2304,876.082,1511973.3332760003
simd_unrolled4,2304,344.084,224.6969439999957
native_par,2304,66793.352,8191611182.276097
simd_par,2304,42199.898,2203126124.401596
simd_par_better,2304,574.23,76847.43909999996
native,2688,7319.618,543668290.066076
native_with_size_hint,2688,6153.046,57314.317883998156
simd,2688,814.016,25340.735744000063
simd_unrolled4,2688,355.166,445.30044399999315
native_par,2688,64956.666,10777173072.456444
simd_par,2688,45470.13,9370354600.0431
simd_par_better,2688,685.244,54480.748463999946
native,3072,7352.692,2497206.393136002
native_with_size_hint,3072,7120.004,152220.9199840054
simd,3072,1000.982,54886.263675999944
simd_unrolled4,3072,450.086,9219.996603999985
native_par,3072,64780.742,10434309200.205435
simd_par,3072,50886.578,25815530203.76592
simd_par_better,3072,975.232,41425.034176000045
native,3456,8978.824,708467713.521024
native_with_size_hint,3456,7918.838,264795.4617560059
simd,3456,1064.004,33731.287984000286
simd_unrolled4,3456,516.242,13470.945436000067
native_par,3456,66372.78,11373897906.9276
simd_par,3456,43202.888,1584297553.4354558
simd_par_better,3456,1167.416,1568767.466944
native,3840,9289.694,3935939.2463640124
native_with_size_hint,3840,8902.692,313303.4171360135
simd,3840,2018.222,718620146.850716
simd_unrolled4,3840,506.612,2497.5934559999732
native_par,3840,65556.456,14444760761.288063
simd_par,3840,44289.598,11233631364.402395
simd_par_better,3840,1130.944,903908.5248640003
native,4224,10027.816,2745115.9421439916
native_with_size_hint,4224,9753.218,308599.24847598374
simd,4224,1394.136,298408.5175040001
simd_unrolled4,4224,764.388,63669.89745599998
native_par,4224,68564.45,10627964458.3375
simd_par,4224,50670.538,19557714693.27456
simd_par_better,4224,1167.136,24539.59750400018
native,4608,11651.734,611029949.845244
native_with_size_hint,4608,10693.966,658587.8988440037
simd,4608,1433.97,45838.52310000011
simd_unrolled4,4608,1136.948,244338.96529599978
native_par,4608,68603.904,10355411887.782784
simd_par,4608,57848.71,17839763039.6119
simd_par_better,4608,1663.026,1083886.3993239999
native,4992,13366.11,5674452.567899972
native_with_size_hint,4992,12395.554,3424727.333084017
simd,4992,1651.994,1455601.1079640002
simd_unrolled4,4992,1132.146,8164.718684000196
native_par,4992,73587.414,13398997532.892601
simd_par,4992,50552.12,17564074763.4416
simd_par_better,4992,1417.704,386480.09638400027
native,5376,12736.318,3905700.3268760145
native_with_size_hint,5376,13165.038,749331274.198556
simd,5376,1574.436,13347.47390400013
simd_unrolled4,5376,1152.48,6784.681600000011
native_par,5376,72665.214,27327527395.4262
simd_par,5376,49270.624,5171935051.770624
simd_par_better,5376,1403.198,78193.00079599977
native,5760,13630.482,3504815.267675996
native_with_size_hint,5760,13922.1,603015057.35
simd,5760,1707.736,169996.6343039996
simd_unrolled4,5760,1224.2,679.775999999838
native_par,5760,65868.908,2999800548.495537
simd_par,5760,51073.282,7135847236.104477
simd_par_better,5760,1409.69,42475.05989999976
native,6144,14205.318,2241918.482876003
native_with_size_hint,6144,14855.97,712765226.8511
simd,6144,1835.246,108316.77948399959
simd_unrolled4,6144,1323.666,17256.34844400012
native_par,6144,67824.81,7580549540.267901
simd_par,6144,49424.952,6791494404.461696
simd_par_better,6144,1923.64,471139.02239999967
native,6528,17044.816,1087139368.566144
native_with_size_hint,6528,15734.99,258933.6398999989
simd,6528,2138.62,119908.8956000004
simd_unrolled4,6528,1615.956,174501.87806400005
native_par,6528,73042.702,5414278974.687196
simd_par,6528,51681.246,2618148148.2754836
simd_par_better,6528,1762.896,879306.1331839999
native,6912,16539.06,10197253.020399928
native_with_size_hint,6912,16269.558,27482794.59263596
simd,6912,3050.76,790472193.1583999
simd_unrolled4,6912,1524.702,9845.439195999876
native_par,6912,74251.088,12026471632.264257
simd_par,6912,50103.694,3683865728.878364
simd_par_better,6912,1896.464,1106474.056704
native,7296,17995.694,742021449.934364
native_with_size_hint,7296,16629.344,199455.6656639576
simd,7296,2152.516,78085.45374399982
simd_unrolled4,7296,1554.382,16546.970075999852
native_par,7296,68648.158,3942795304.9390373
simd_par,7296,52836.974,4134875108.2553244
simd_par_better,7296,1938.642,81288.87983599957
native,7680,18513.244,533983167.7324641
native_with_size_hint,7680,17644.402,694601.9863960743
simd,7680,2329.74,101662.2044000011
simd_unrolled4,7680,2531.322,734215345.808316
native_par,7680,69340.556,3000378421.474865
simd_par,7680,55804.778,19514938098.030716
simd_par_better,7680,2147.434,942720.6116439989
native,8064,20521.16,727112021.7983999
native_with_size_hint,8064,18864.25,243037.02950000763
simd,8064,2578.166,11725049.912444
simd_unrolled4,8064,1842.702,38522.20719599957
native_par,8064,72454.758,20628154825.32544
simd_par,8064,52449.964,4693319631.062704
simd_par_better,8064,2130.284,1831909.2713439995
native,8448,19613.2,3279161.2799999714
native_with_size_hint,8448,20230.64,698264557.1583999
simd,8448,2520.524,136220.90142400097
simd_unrolled4,8448,1818.38,22072.82359999977
native_par,8448,70097.592,4345930204.881536
simd_par,8448,56181.944,7366430916.308863
simd_par_better,8448,2284.798,280286.82319600135
native,8832,22853.768,670674755.6181759
native_with_size_hint,8832,21874.74,784223776.4284
simd,8832,2692.998,87527.5039959997
simd_unrolled4,8832,1957.04,22248.61440000031
native_par,8832,73791.536,5302330954.744704
simd_par,8832,53262.334,3159177894.748444
simd_par_better,8832,2204.98,1077323.2555999998
native,9216,22821.988,692633354.3838558
native_with_size_hint,9216,21153.926,1056855.3105239868
simd,9216,3576.71,667996898.0359
simd_unrolled4,9216,1975.866,31466.178044000175
native_par,9216,73864.69,4245160578.7678986
simd_par,9216,55825.06,8105791911.540401
simd_par_better,9216,2387.366,154738.1780439997
native,9600,22881.072,701748181.810816
native_with_size_hint,9600,21968.98,431532.5356000662
simd,9600,2839.888,108598.13145600073
simd_unrolled4,9600,2805.392,562089109.214336
native_par,9600,79946.646,20942923248.482685
simd_par,9600,57574.958,18512965847.99024
simd_par_better,9600,2548.572,339900.672815999
native,9984,25183.566,625621069.271644
native_with_size_hint,9984,24949.488,814042898.217856
simd,9984,2982.416,108500.71494399942
simd_unrolled4,9984,2184.84,8396.518399998546
native_par,9984,81885.782,10601810405.828476
simd_par,9984,55367.8,3776805224.6239996
simd_par_better,9984,2767.006,147090.0639640009
native,10368,24250.452,5325261.467695951
native_with_size_hint,10368,24569.684,849670130.268144
simd,10368,3110.172,108899.89041600004
simd_unrolled4,10368,2371.154,316833.6882840004
native_par,10368,72820.138,4756475056.480955
simd_par,10368,60105.482,17393653448.335674
simd_par_better,10368,2606.162,116763.24175600056
native,10752,25795.296,806272109.536384
native_with_size_hint,10752,24630.804,2540686.609583974
simd,10752,3303.01,182922.55989999697
simd_unrolled4,10752,2336.99,297843.4959000014
native_par,10752,72460.974,2495279928.271324
simd_par,10752,58221.374,12570113893.324123
simd_par_better,10752,2762.072,1122507.5548160002
native,11136,27105.652,698883174.4708961
native_with_size_hint,11136,26080.422,2044627.0019161701
simd,11136,4127.142,600727363.795836
simd_unrolled4,11136,2464.678,67797.77631600015
native_par,11136,78617.546,22189370539.821884
simd_par,11136,56419.938,5711567807.760156
simd_par_better,11136,3014.41,1948894.8439000007
native,11520,29880.346,652987021.3642839
native_with_size_hint,11520,29433.378,769568095.057116
simd,11520,3748.224,133954.2298239991
simd_unrolled4,11520,2915.28,428546.4175999984
native_par,11520,74380.142,7522300225.679835
simd_par,11520,57658.29,1963094786.9758997
simd_par_better,11520,3118.312,1066137.0626560003
native,11904,30426.41,668624992.0999001
native_with_size_hint,11904,27760.628,3122631.6936159134
simd,11904,4485.354,870872373.570684
simd_unrolled4,11904,2548.66,42845.900400001556
native_par,11904,75929.096,4539841129.070784
simd_par,11904,55210.408,1829258158.7935352
simd_par_better,11904,3131.232,1012387.0581759997
native,12288,29264.378,685576746.7091161
native_with_size_hint,12288,28916.824,699665993.137024
simd,12288,3661.158,319344.2870359998
simd_unrolled4,12288,2670.496,49749.36998399999
native_par,12288,78875.932,13497137537.195375
simd_par,12288,56016.564,4719546885.865904
simd_par_better,12288,3099.746,144977.33148400113
native,12672,31779.322,1015033361.0963159
native_with_size_hint,12672,30642.39,796345497.4279
simd,12672,3706.582,240058.8892760016
simd_unrolled4,12672,2694.062,18984.352156000212
native_par,12672,81037.742,3676039043.281436
simd_par,12672,62386.994,22321170682.135963
simd_par_better,12672,3189.21,516749.8998999987
native,13056,31895.5,829216930.358
native_with_size_hint,13056,30607.274,662505.060923934
simd,13056,4792.262,673986114.7913561
simd_unrolled4,13056,2864.714,290405.4542039996
native_par,13056,72663.612,2075510782.7774563
simd_par,13056,57667.858,3364075791.863836
simd_par_better,13056,3352.592,1297262.1295359991
native,13440,33193.976,634483515.5274239
native_with_size_hint,13440,32265.56,754849031.3263999
simd,13440,4055.184,213429.62214399874
simd_unrolled4,13440,3060.354,402695.7666840013
native_par,13440,82501.708,24913357223.21874
simd_par,13440,60005.644,2885484037.2332644
simd_par_better,13440,3721.994,79553798.187964
native,13824,32557.242,691825136.045436
native_with_size_hint,13824,32459.722,768917200.4467158
simd,13824,4095.69,137738.11590000056
simd_unrolled4,13824,3037.502,122845.17199600115
native_par,13824,75416.232,6236105645.218175
simd_par,13824,58736.854,7010361325.882685
simd_par_better,13824,3429.29,1179247.811900001
native,14208,34208.428,746415956.7928159
native_with_size_hint,14208,34129,659069000.912
simd,14208,4135.08,126177.6016000025
simd_unrolled4,14208,3065.626,102794.93612399884
native_par,14208,78192.658,4155343250.5710373
simd_par,14208,58909.312,12526164594.438656
simd_par_better,14208,3549.172,1260346.5864159986
native,14592,35465.67,762239089.0151
native_with_size_hint,14592,35211.874,753955585.5401237
simd,14592,4362.534,888566.0708440021
simd_unrolled4,14592,3213.366,29915.530044000596
native_par,14592,79367.54,6110999597.828401
simd_par,14592,60588.828,5893600374.874416
simd_par_better,14592,3855.624,1050128.938624002
